Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,1.2618943212637261,43.32217117046959,1.0058331646405598,54.30174563591022
2,0.97100559292148,56.14827505645978,0.8779024948515353,56.48379052369077
3,0.8669600755124542,57.49552215559536,0.7661979458855983,61.907730673316706
4,0.7729623901903333,63.42185188069465,0.6611099282991312,64.214463840399
5,0.7274416347789527,64.39529631648625,0.75154523939044,68.45386533665835
6,0.7030151041586008,70.05684915505023,0.6012980699904737,74.43890274314215
7,0.6252193564354483,76.82423487267347,1.7526709311912871,65.64837905236908
8,0.6589817647910237,78.95802507592866,0.5459012240054401,86.65835411471322
9,0.5915377088891927,83.45144459154271,0.553655284560573,86.7206982543641
10,0.5228902319474007,87.15832100303714,0.529889810332753,89.40149625935162
11,0.5110982931520215,87.3841601121408,0.49996040615294973,90.39900249376558
12,0.4306091036073011,90.66272097188693,0.39462177028705997,92.08229426433915
13,0.4237957202750652,90.6549334164006,0.5923384888356976,85.03740648379052
14,0.38959135445047965,90.95086052488124,0.3550912437167148,95.07481296758105
15,0.42916666004639953,89.75936453547232,0.3623902522331794,93.82793017456359
16,0.3506420278801254,92.37598317888015,0.29472423043086887,94.2643391521197
17,0.3230358576448403,92.79651117514213,0.36529888297336194,91.83291770573567
18,0.30887905625042633,93.16252628299976,0.3038735663407319,92.51870324189527
19,0.32481642050751997,92.5083716221478,0.3176202274003079,92.8927680798005
20,0.29173606105927213,93.87119383225605,1.4055676101195906,71.75810473815461
21,0.3445509785777004,92.08005607039951,0.2677229217868591,95.57356608478803
22,0.25554684703400476,94.20605871816836,0.2555663237233118,94.38902743142144
23,0.2750594929898556,93.6920800560704,0.30051467650000613,93.70324189526184
24,0.29634473459859983,93.77774316642007,0.3475299519692051,94.51371571072319
25,0.3488585869990178,91.30130052176622,0.24712902298610032,96.57107231920199
26,0.22586751638434419,95.01596448874699,0.22322213781422634,96.63341645885286
27,0.2751890979892579,93.86340627676972,0.259404051012676,95.38653366583542
28,0.2609707944428743,94.2372089401137,0.45917576249145997,90.14962593516209
29,0.2584958790954369,94.32287205046336,0.8327682277389945,79.48877805486285
30,0.22481043727614394,94.63437426991668,0.181006348175187,96.38403990024938
31,0.2000078979082665,95.52215559535861,0.24585026853571018,96.82044887780549
32,0.16400984334597243,96.35542403239623,0.23219618207791892,96.63341645885286
33,0.19698580672306504,95.63896892765361,0.27873185210144574,95.57356608478803
34,0.1600728297133499,96.72143914025388,0.3271926989015552,95.07481296758105
35,0.1679649681862981,96.65913869636321,0.2101517931244322,96.88279301745636
36,0.19355851422939727,95.52215559535861,0.2023918231257788,96.50872817955113
37,0.19875814998290728,95.77135737092127,0.2382421617464235,96.25935162094763
38,0.15786589213197505,96.69807647379487,0.2545671169017798,97.0074812967581
39,0.17363917367968393,96.19188536718325,0.2808369986151178,95.69825436408978
40,0.15448410549567113,96.87719024998053,0.23790884814789448,95.69825436408978
41,0.16057506969559993,96.80710225060353,0.24061384324843896,96.88279301745636
42,0.21260232093804216,95.33525426368662,0.23157271431683155,97.06982543640898
43,0.14205597265998818,96.95506580484385,0.31700471013952347,95.32418952618454
44,0.20897761567852538,95.81029514835294,0.26724977839866804,95.32418952618454
45,0.16066395795778998,96.54232536406822,0.229173397558402,96.69576059850374
46,0.12583936465005227,97.42231913402382,0.24480152947841116,97.2568578553616
47,0.1823209231784243,96.31648625496457,0.4048026831026479,93.82793017456359
48,0.24983499050881733,95.20286582041896,0.21312439095044794,97.19451371571073
49,0.13927543049316798,97.11860447005685,0.21139108939052734,97.63092269326684
50,0.1148366764771627,97.7961217973678,0.26584032596721974,97.63092269326684
