1,1,1,1,1
2,1,1,1,1
3,1,1,1,1
4,1,1,1,1
5,4,0,1,5
6,4,0,1,5
7,4,1,5,5
8,4,1,5,5
9,4,1,5,5
10,4,1,5,5
11,4,1,5,5
12,4,1,5,5
13,4,1,5,5
14,4,1,5,5
15,3,0,5,5
16,2,0,5,5
17,4,0,5,5
18,4,0,5,5
19,4,1,5,5
20,4,1,5,5
21,4,1,5,5
22,4,1,5,5
23,4,1,5,5
24,4,1,5,5
25,4,1,5,5
26,4,1,5,5
27,4,1,5,5
28,4,1,5,5
29,4,1,5,5
30,4,1,5,5
31,4,1,5,5
32,4,1,5,5
33,4,1,5,5
34,4,1,5,5
35,4,1,5,5
36,4,1,5,5
37,4,1,5,5
38,4,1,5,5
39,4,1,5,5
40,4,1,5,5
41,4,1,5,5
42,4,1,5,5
43,4,1,5,5
44,4,1,5,5
45,4,1,5,5
46,4,1,5,5
47,4,1,5,5
48,4,1,5,5
49,4,1,5,5
50,4,1,5,5
51,4,1,5,5
52,2,0,5,5
53,1,0,5,5
54,1,0,5,5
55,1,1,1,5
56,5,0,1,5
57,1,0,1,1
58,1,0,1,1
59,1,1,1,1
60,1,1,1,1
61,1,1,1,1
62,1,1,1,1
63,1,1,1,1
64,1,1,1,1
65,1,1,1,1
66,1,1,1,1
67,1,1,1,1
68,1,1,1,1
69,1,1,1,1
70,1,1,1,1
71,4,0,1,1
72,5,0,1,1
73,3,0,1,1
74,3,0,1,1
75,1,0,1,1
76,1,0,1,1
77,1,1,1,1
78,1,1,1,1
79,2,0,1,1
80,5,0,1,1
81,5,0,1,1
82,5,1,1,1
83,1,0,1,4
84,5,0,4,4
85,5,0,4,4
86,5,1,4,4
87,5,1,4,4
88,5,1,4,4
89,5,1,4,4
90,5,1,4,4
91,5,1,4,4
92,5,1,4,4
93,5,1,4,4
94,5,1,4,4
95,5,1,4,4
96,5,1,4,4
97,5,1,4,4
98,5,1,4,4
99,5,1,4,4
100,5,1,4,4
101,5,1,4,4
102,5,1,4,4
103,5,1,4,4
104,5,1,4,4
105,5,1,4,4
106,5,1,4,4
107,5,1,4,4
108,5,1,4,4
109,5,1,4,4
110,1,0,4,4
111,3,0,4,4
112,5,0,4,4
113,5,0,4,4
114,2,0,4,4
115,5,0,4,4
116,5,0,4,4
117,5,1,4,4
118,5,1,4,4
119,4,0,4,4
120,5,0,4,4
121,1,0,4,4
122,1,0,4,1
123,1,1,4,1
124,1,1,1,1
125,1,1,1,1
126,1,1,1,1
127,1,1,1,1
128,5,0,1,1
129,5,0,1,1
130,1,0,1,1
131,5,0,1,1
132,1,0,1,1
133,5,0,1,1
134,3,0,1,1
135,1,0,1,1
136,1,0,1,1
137,1,1,1,1
138,1,1,1,1
139,1,1,1,1
140,1,1,1,1
141,1,1,1,1
142,1,1,1,1
