Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.7178866979429277,72.77921771913289,0.6789576553256579,75.91894439208293
2,0.3566720636522927,87.77097078228087,0.28099362550060847,90.95193213949105
3,0.27160763720895836,90.78699340245052,0.26523626605479883,91.7530631479736
4,0.22897493439023217,92.08883129123468,0.48580326582941563,83.31762488218662
5,0.19141239383856007,93.49670122525919,0.1747344593570444,94.2507068803016
6,0.18327426056951115,93.53793590951932,0.4929843638889778,85.48539114043355
7,0.15724076906117398,94.60414703110273,0.2220431905559861,92.50706880301603
8,0.14768768804895002,94.95169651272384,0.7995124418097931,77.66258246936852
9,0.14035302181877266,95.06950989632422,0.22464154644230544,92.97832233741752
10,0.12185094954898465,95.78228086710651,0.13985680289547625,95.66446748350613
11,0.11435906073822168,95.97078228086711,0.27247405231727967,91.80018850141376
12,0.11531635531112061,96.0002356267672,0.13469775473843126,96.08859566446749
13,0.10899090353160984,96.04147031102734,0.4090208295673359,88.36003770028275
14,0.10559453213676852,96.42436380772855,0.10931607309430227,96.51272384542884
15,0.09789810497524207,96.56573986804901,0.16589872622472718,94.20358152686146
16,0.09415516273926228,96.77780395852969,0.12277066323952456,96.27709707822808
17,0.08872681714308478,97.0016493873704,0.17119622672575868,95.00471253534401
18,0.08426029103757242,96.97219604147031,0.17785302271894032,94.86333647502356
19,0.07669802845553048,97.32563619227145,0.13845244948217209,95.47596606974552
20,0.07803039688734502,97.23727615457116,0.12222049121592868,96.55984919886899
21,0.07482958862754445,97.39632422243167,0.13444833932058997,95.47596606974552
22,0.07221050536402075,97.4670122525919,0.11330395497635054,95.94721960414704
23,0.07226030970331661,97.42577756833177,0.10799412131756124,96.7483506126296
24,0.06589862903783522,97.79688972667294,0.10698604548634451,97.0311027332705
25,0.06258819199421727,97.71442035815268,0.09271610430650278,96.88972667295005
26,0.056868134144072734,97.99717247879359,0.09728372552059815,96.65409990574929
27,0.057454262707749004,98.0619698397738,0.1323245065073189,95.38171536286522
28,0.06473652073603102,97.7203110273327,0.15257463959053286,95.75871819038643
29,0.053498177805320464,98.18567389255419,0.17539003548179535,94.67483506126295
30,0.0570635498947948,97.95593779453345,0.15924421810412107,95.28746465598492
31,0.05304089156561531,98.126767200754,0.08991276919861743,97.26672950047126
32,0.053990490620135,98.22690857681432,0.10082925558754668,97.17247879359095
33,0.041158809255720456,98.54500471253534,0.1435837749427253,95.90009425070689
34,0.05033972829478581,98.25636192271442,1.1557991369710048,80.25447690857682
35,0.050532076409314154,98.26225259189444,0.09172534068970993,97.17247879359095
36,0.052908650300379584,98.0325164938737,0.08491546042905092,97.50235626767201
37,0.040014006158866675,98.5921300659755,0.103106871833644,96.88972667295005
38,0.038639051453466924,98.58034872761546,0.11291549862334549,96.79547596606974
39,0.04227089191462034,98.4978793590952,0.09394743838012978,97.54948162111216
40,0.050328357942366626,98.40951932139491,0.11468622227366981,96.41847313854853
41,0.03183463504272388,98.88666352497644,0.10375097912165818,96.98397737983035
42,0.040184663072825415,98.62158341187559,0.11507172504893882,96.41847313854853
43,0.03883932161943705,98.58034872761546,0.14487195923494384,95.85296889726673
44,0.04717383910268247,98.3447219604147,0.09537877950310669,97.50235626767201
45,0.03564845816182497,98.88077285579642,0.2066169961995681,94.5334590009425
46,0.035267607129724626,98.69227144203582,0.12136666258030832,97.1253534401508
